company,time,area,location,waste_generated,quality_grade,selling_price
Reliance Industries,20/01/2023,4856,Chennai,88.0,Q1,232721
Reliance Industries,12/11/2021,4914,Delhi,118.0,Q3,339100
Adani Group,21/10/2022,1875,Mumbai,48.0,Q1,139306
Satya Papers,10/09/2021,4723,Mumbai,96.0,Q2,275357
Infosys,27/05/2022,3798,Bangalore,101.0,Q3,291531
Adani Group,20/08/2021,2363,Mumbai,52.0,Q2,151198
Reliance Industries,21/01/2022,3339,Chennai,91.0,Q2,238994
Tata Group,03/12/2021,3644,Mumbai,131.0,Q3,377219
Tata Group,08/01/2021,4112,Delhi,118.0,Q3,338426
Satya Papers,13/01/2023,2914,Bangalore,70.0,Q1,201908
Infosys,19/11/2021,1977,Bangalore,92.0,Q1,265619
Infosys,08/07/2022,3650,Mumbai,85.0,Q1,243832
Tata Group,11/11/2022,1146,Delhi,89.0,Q1,257252
Reliance Industries,22/12/2023,3832,Delhi,85.0,Q2,246013
Reliance Industries,23/04/2021,2532,Chennai,91.0,Q2,239614
Satya Papers,03/09/2021,3838,Chennai,82.0,Q2,216084
Tata Group,22/12/2023,1171,Kolkata,66.0,Q1,174540
Tata Group,11/08/2023,2472,Delhi,53.0,Q1,151695
Adani Group,01/01/2021,4627,Kolkata,89.0,Q1,234748
Tata Group,08/09/2023,1117,Bangalore,67.0,Q1,193542
Satya Papers,30/12/2022,3154,Delhi,66.0,Q1,190265
Tata Group,30/09/2022,4802,Kolkata,78.0,Q1,205670
Infosys,09/09/2022,4235,Chennai,84.0,Q2,221885
Satya Papers,12/08/2022,3754,Bangalore,75.0,Q1,215934
Reliance Industries,20/01/2023,4316,Chennai,96.0,Q1,253329
Adani Group,19/05/2023,3724,Delhi,130.0,Q3,374658
Satya Papers,05/05/2023,4657,Kolkata,85.0,Q1,224283
Reliance Industries,23/07/2021,1952,Delhi,78.0,Q1,223991
Tata Group,26/05/2023,3945,Bangalore,83.0,Q1,238870
Infosys,29/01/2021,4640,Mumbai,131.0,Q3,377642
Tata Group,01/01/2021,3955,Mumbai,96.0,Q1,277384
Reliance Industries,01/10/2021,4204,Delhi,87.0,Q2,251801
Satya Papers,26/08/2022,1101,Bangalore,73.0,Q2,210680
Reliance Industries,13/10/2023,3495,Chennai,97.0,Q1,257303
Reliance Industries,11/08/2023,3389,Kolkata,108.0,Q3,285302
Satya Papers,28/07/2023,4079,Chennai,77.0,Q2,202274
Reliance Industries,04/08/2023,2299,Delhi,74.0,Q1,214172
Adani Group,07/01/2022,2470,Chennai,85.0,Q2,225699
Adani Group,30/04/2021,2900,Bangalore,113.0,Q3,324211
Reliance Industries,24/02/2023,3081,Delhi,89.0,Q1,256489
Adani Group,26/11/2021,4507,Delhi,107.0,Q3,309544
Satya Papers,05/02/2021,4405,Kolkata,96.0,Q2,252777
Reliance Industries,05/11/2021,4422,Kolkata,47.0,Q1,123913
Satya Papers,05/08/2022,3181,Mumbai,70.0,Q1,202989
Tata Group,05/05/2023,1552,Kolkata,63.0,Q1,165602
Satya Papers,07/07/2023,4934,Delhi,92.0,Q1,264049
Infosys,12/11/2021,4174,Chennai,116.0,Q3,305388
Satya Papers,22/10/2021,1310,Chennai,62.0,Q2,162768
Tata Group,24/12/2021,1852,Delhi,58.0,Q2,168160
Infosys,16/06/2023,1374,Bangalore,59.0,Q2,168648
Infosys,22/07/2022,3147,Mumbai,92.0,Q1,265839
Adani Group,01/09/2023,2294,Mumbai,55.0,Q2,159576
Reliance Industries,21/01/2022,2330,Kolkata,70.0,Q1,185711
Tata Group,09/04/2021,2322,Mumbai,79.0,Q1,227689
Tata Group,11/06/2021,4170,Kolkata,92.0,Q2,242849
Infosys,24/09/2021,3227,Bangalore,67.0,Q2,192190
Reliance Industries,19/11/2021,1211,Mumbai,56.0,Q1,161000
Satya Papers,20/05/2022,4047,Kolkata,113.0,Q3,298430
Infosys,25/06/2021,3188,Bangalore,92.0,Q2,264107
Reliance Industries,02/04/2021,1059,Mumbai,41.0,Q1,117906
Reliance Industries,24/12/2021,2633,Mumbai,66.0,Q2,189823
Reliance Industries,06/01/2023,2849,Delhi,111.0,Q3,319699
Reliance Industries,02/06/2023,4002,Kolkata,97.0,Q2,254909
Reliance Industries,07/04/2023,4325,Bangalore,108.0,Q3,312062
Infosys,16/12/2022,2981,Bangalore,98.0,Q2,283207
Reliance Industries,12/08/2022,1232,Chennai,68.0,Q2,178725
Tata Group,23/06/2023,1742,Bangalore,88.0,Q2,252752
Reliance Industries,18/03/2022,2857,Mumbai,83.0,Q1,237836
Adani Group,23/12/2022,3415,Bangalore,93.0,Q1,268028
Reliance Industries,16/07/2021,1061,Bangalore,44.0,Q1,125423
Reliance Industries,21/05/2021,2835,Chennai,99.0,Q2,261584
Infosys,05/03/2021,1674,Chennai,80.0,Q2,210590
Infosys,01/12/2023,1632,Mumbai,50.0,Q2,144675
Infosys,17/03/2023,1193,Delhi,45.0,Q1,128958
Tata Group,06/10/2023,1323,Chennai,77.0,Q2,202852
Reliance Industries,07/07/2023,4580,Chennai,94.0,Q2,247786
Reliance Industries,08/04/2022,3986,Kolkata,87.0,Q2,230919
Satya Papers,21/01/2022,1573,Bangalore,73.0,Q1,210569
Adani Group,07/04/2023,2210,Chennai,63.0,Q2,167531
Satya Papers,15/10/2021,2610,Bangalore,105.0,Q3,301185
Tata Group,03/06/2022,3641,Kolkata,118.0,Q3,311111
Tata Group,13/01/2023,4186,Chennai,97.0,Q1,256401
Infosys,19/05/2023,1337,Bangalore,82.0,Q2,236093
Tata Group,09/12/2022,2742,Kolkata,101.0,Q3,266561
Tata Group,19/08/2022,2167,Mumbai,73.0,Q2,209577
Adani Group,14/05/2021,3448,Kolkata,92.0,Q1,242782
Satya Papers,14/10/2022,4280,Chennai,110.0,Q3,290793
Tata Group,31/12/2021,4300,Chennai,153.0,Q3,404464
Satya Papers,06/10/2023,1002,Kolkata,79.0,Q2,208108
Infosys,22/12/2023,3991,Delhi,92.0,Q1,265818
Infosys,28/07/2023,3018,Delhi,70.0,Q1,202203
Satya Papers,05/03/2021,4426,Delhi,68.0,Q1,195284
Reliance Industries,08/07/2022,2844,Mumbai,73.0,Q2,209717
Satya Papers,24/09/2021,3436,Chennai,102.0,Q3,268203
Tata Group,02/06/2023,4396,Bangalore,75.0,Q2,216431
Reliance Industries,03/03/2023,2485,Delhi,70.0,Q1,201751
Infosys,12/02/2021,2945,Mumbai,73.0,Q1,209431
Infosys,08/12/2023,3755,Chennai,89.0,Q2,234717
Satya Papers,29/07/2022,1246,Chennai,66.0,Q1,174579
Adani Group,25/06/2021,3403,Kolkata,102.0,Q3,269508
Infosys,16/07/2021,1475,Delhi,80.0,Q1,230372
Adani Group,15/07/2022,3972,Kolkata,121.0,Q3,319631
Reliance Industries,10/02/2023,3793,Mumbai,102.0,Q3,294596
Satya Papers,19/11/2021,4866,Chennai,112.0,Q3,295122
Adani Group,11/06/2021,2455,Mumbai,42.0,Q1,121906
Reliance Industries,12/05/2023,3354,Delhi,92.0,Q1,264943
Tata Group,06/10/2023,3157,Bangalore,102.0,Q3,293856
Infosys,22/10/2021,3077,Delhi,89.0,Q2,255231
Adani Group,26/08/2022,4650,Mumbai,99.0,Q1,285999
Satya Papers,03/09/2021,1555,Bangalore,78.0,Q1,224523
Infosys,08/07/2022,3654,Delhi,96.0,Q1,276061
Adani Group,23/12/2022,2011,Mumbai,84.0,Q2,242269
Reliance Industries,06/05/2022,1246,Kolkata,65.0,Q1,172428
Adani Group,07/04/2023,2412,Delhi,93.0,Q2,269103
Reliance Industries,09/12/2022,4467,Bangalore,85.0,Q1,244799
Infosys,07/01/2022,1988,Delhi,99.0,Q1,285220
Infosys,08/12/2023,2950,Chennai,59.0,Q1,155070
Tata Group,26/08/2022,3664,Chennai,63.0,Q2,166870
Adani Group,11/06/2021,4427,Bangalore,99.0,Q2,283872
Tata Group,06/05/2022,3424,Mumbai,79.0,Q2,227151
Reliance Industries,13/05/2022,4793,Delhi,77.0,Q1,223073
Tata Group,25/03/2022,2033,Mumbai,68.0,Q1,195668
Reliance Industries,07/10/2022,2647,Bangalore,48.0,Q1,138837
Satya Papers,17/02/2023,4490,Kolkata,86.0,Q1,227310
Tata Group,26/11/2021,2960,Bangalore,45.0,Q1,130686
Tata Group,23/04/2021,3369,Bangalore,91.0,Q2,261262
Tata Group,07/01/2022,2887,Kolkata,52.0,Q1,137257
Satya Papers,08/12/2023,4917,Mumbai,81.0,Q2,232737
Tata Group,11/11/2022,2616,Delhi,69.0,Q2,198569
Satya Papers,06/05/2022,2441,Delhi,47.0,Q1,136547
Infosys,24/03/2023,4667,Delhi,99.0,Q1,284067
Infosys,17/03/2023,2613,Chennai,70.0,Q1,183674
Reliance Industries,20/10/2023,4351,Mumbai,67.0,Q1,191997
Reliance Industries,18/06/2021,3527,Chennai,89.0,Q1,236199
Infosys,09/09/2022,4784,Delhi,51.0,Q2,146672
Infosys,26/05/2023,1965,Mumbai,64.0,Q2,185577
Adani Group,28/04/2023,1518,Mumbai,70.0,Q2,202333
Satya Papers,07/05/2021,2079,Bangalore,82.0,Q2,236035
Infosys,03/06/2022,1679,Delhi,60.0,Q2,173581
Satya Papers,24/09/2021,3093,Chennai,53.0,Q1,138826
Tata Group,03/11/2023,4988,Chennai,83.0,Q1,219103
Adani Group,16/04/2021,3652,Delhi,117.0,Q3,337903
Tata Group,18/03/2022,3482,Kolkata,102.0,Q3,270533
Satya Papers,17/06/2022,2755,Delhi,93.0,Q2,268936
Adani Group,24/11/2023,1476,Delhi,39.0,Q1,113117
Satya Papers,18/02/2022,3974,Mumbai,64.0,Q2,184347
Tata Group,14/10/2022,2589,Chennai,92.0,Q1,241566
Reliance Industries,13/01/2023,1675,Bangalore,52.0,Q2,150707
Adani Group,11/11/2022,1108,Kolkata,118.0,Q3,311385
Infosys,12/08/2022,2361,Mumbai,48.0,Q1,138249
Satya Papers,22/12/2023,3300,Delhi,61.0,Q2,176800
Tata Group,27/05/2022,4228,Delhi,85.0,Q1,245267
Infosys,11/08/2023,1383,Kolkata,72.0,Q1,189411
Satya Papers,09/12/2022,3012,Chennai,49.0,Q1,129595
Reliance Industries,08/10/2021,2713,Mumbai,119.0,Q3,343328
Adani Group,31/03/2023,1758,Bangalore,81.0,Q1,233292
Adani Group,26/11/2021,3059,Mumbai,70.0,Q1,200487
Adani Group,22/04/2022,4991,Bangalore,124.0,Q3,357121
Adani Group,06/10/2023,3111,Bangalore,109.0,Q3,314251
Satya Papers,17/06/2022,4477,Bangalore,66.0,Q1,188784
Infosys,15/09/2023,1083,Kolkata,29.0,Q1,75383
Adani Group,14/10/2022,3284,Delhi,53.0,Q1,153878
Infosys,24/09/2021,2517,Bangalore,45.0,Q1,128511
Satya Papers,07/04/2023,1597,Mumbai,75.0,Q2,215591
Satya Papers,18/02/2022,2477,Delhi,67.0,Q1,192813
Reliance Industries,01/01/2021,2176,Chennai,75.0,Q2,198744
Reliance Industries,03/02/2023,2694,Delhi,68.0,Q2,196651
Reliance Industries,12/05/2023,2971,Chennai,85.0,Q1,223092
Tata Group,30/07/2021,1634,Mumbai,51.0,Q2,147494
Reliance Industries,30/06/2023,4255,Bangalore,112.0,Q3,321736
Infosys,12/08/2022,4731,Delhi,82.0,Q2,236447
Reliance Industries,26/02/2021,3587,Kolkata,96.0,Q1,252651
Infosys,18/03/2022,1303,Bangalore,44.0,Q1,127155
Reliance Industries,18/03/2022,1742,Chennai,50.0,Q2,133221
Adani Group,27/05/2022,1904,Mumbai,88.0,Q2,253344
Tata Group,03/02/2023,2787,Bangalore,51.0,Q1,147621
Tata Group,01/07/2022,4391,Kolkata,85.0,Q2,223714
Infosys,01/07/2022,1090,Delhi,75.0,Q2,216491
Satya Papers,29/04/2022,4949,Kolkata,98.0,Q2,259793
Reliance Industries,18/03/2022,1863,Kolkata,72.0,Q1,191050
Satya Papers,08/12/2023,2310,Kolkata,59.0,Q2,154618
Satya Papers,31/12/2021,3777,Chennai,78.0,Q2,204710
Satya Papers,27/01/2023,4358,Delhi,92.0,Q2,265596
Adani Group,17/12/2021,3495,Chennai,89.0,Q2,235569
Infosys,14/01/2022,2069,Mumbai,92.0,Q2,263870
Reliance Industries,27/05/2022,2048,Delhi,46.0,Q1,132311
Reliance Industries,21/01/2022,4688,Kolkata,113.0,Q3,298288
Infosys,21/04/2023,4935,Kolkata,118.0,Q3,310273
Reliance Industries,08/12/2023,1922,Chennai,56.0,Q2,147499
Tata Group,28/05/2021,4004,Delhi,69.0,Q2,198089
Reliance Industries,29/09/2023,1663,Chennai,58.0,Q1,153568
Reliance Industries,17/09/2021,2531,Kolkata,92.0,Q2,243902
Adani Group,08/01/2021,2193,Kolkata,80.0,Q1,211550
Infosys,20/01/2023,4237,Chennai,75.0,Q2,199252
Tata Group,12/05/2023,2867,Bangalore,115.0,Q3,330409
Satya Papers,31/03/2023,1697,Delhi,48.0,Q1,139437
Tata Group,10/11/2023,2211,Chennai,89.0,Q1,234621
Reliance Industries,03/02/2023,2688,Kolkata,83.0,Q2,219181
Tata Group,19/08/2022,4558,Mumbai,103.0,Q3,295314
Tata Group,22/09/2023,2945,Kolkata,72.0,Q2,191057
Tata Group,11/06/2021,4229,Bangalore,114.0,Q3,327965
Infosys,07/04/2023,4087,Mumbai,73.0,Q1,209491
Infosys,13/10/2023,4927,Bangalore,126.0,Q3,363968
Adani Group,21/01/2022,3500,Delhi,129.0,Q3,370385
Adani Group,18/03/2022,1641,Bangalore,71.0,Q1,205721
Reliance Industries,24/06/2022,3918,Mumbai,108.0,Q3,311202
Infosys,11/02/2022,1415,Delhi,83.0,Q1,239477
Infosys,06/01/2023,2888,Kolkata,79.0,Q2,207536
Tata Group,18/02/2022,2446,Delhi,97.0,Q2,279089
Infosys,12/03/2021,1588,Mumbai,90.0,Q1,259784
Reliance Industries,15/01/2021,3614,Mumbai,104.0,Q3,299723
Adani Group,07/05/2021,1414,Mumbai,75.0,Q1,216416
Tata Group,22/12/2023,2594,Mumbai,99.0,Q1,285125
Reliance Industries,15/07/2022,1725,Bangalore,88.0,Q1,252310
Tata Group,25/11/2022,4874,Bangalore,92.0,Q2,265841
Tata Group,08/04/2022,2703,Chennai,98.0,Q1,258877
Tata Group,30/07/2021,3909,Bangalore,116.0,Q3,334000
Satya Papers,14/07/2023,2464,Kolkata,74.0,Q1,195923
Adani Group,22/10/2021,2211,Delhi,57.0,Q1,164571
Satya Papers,28/01/2022,4676,Delhi,114.0,Q3,327509
Reliance Industries,18/06/2021,2278,Delhi,86.0,Q1,247672
Reliance Industries,20/05/2022,1188,Bangalore,52.0,Q1,148568
Adani Group,16/12/2022,1070,Delhi,48.0,Q1,138692
Infosys,23/09/2022,3410,Bangalore,60.0,Q1,171603
Reliance Industries,17/12/2021,4149,Kolkata,90.0,Q1,236936
Satya Papers,03/09/2021,1817,Kolkata,77.0,Q2,202504
Satya Papers,06/08/2021,2675,Mumbai,105.0,Q3,303019
Reliance Industries,31/03/2023,1363,Delhi,45.0,Q1,130220
Satya Papers,02/09/2022,2923,Delhi,72.0,Q2,208399
Satya Papers,25/03/2022,3087,Chennai,107.0,Q3,282905
Tata Group,04/03/2022,4743,Delhi,72.0,Q1,206929
Reliance Industries,08/09/2023,1231,Mumbai,85.0,Q2,245450
Infosys,08/07/2022,4726,Kolkata,68.0,Q1,179945
Tata Group,23/09/2022,1334,Bangalore,63.0,Q2,182265
Adani Group,11/03/2022,2428,Mumbai,91.0,Q1,262489
Tata Group,29/07/2022,3513,Kolkata,99.0,Q2,262171
Satya Papers,03/06/2022,3581,Mumbai,82.0,Q2,236376
Infosys,13/10/2023,4056,Chennai,96.0,Q1,252930
Adani Group,21/01/2022,1141,Mumbai,36.0,Q1,103640
Tata Group,03/09/2021,3753,Bangalore,94.0,Q2,270372
Tata Group,23/07/2021,1258,Bangalore,58.0,Q2,166272
Adani Group,18/11/2022,4414,Delhi,133.0,Q3,382584
Adani Group,08/07/2022,4630,Kolkata,99.0,Q2,260172
Adani Group,27/01/2023,2289,Mumbai,61.0,Q1,176539
Infosys,22/10/2021,2224,Chennai,25.0,Q1,67106
Infosys,11/11/2022,4046,Delhi,90.0,Q1,257778
Satya Papers,19/02/2021,4070,Kolkata,82.0,Q2,215862
Satya Papers,26/08/2022,1383,Bangalore,62.0,Q2,179656
Reliance Industries,31/03/2023,3102,Bangalore,106.0,Q3,304790
Infosys,16/06/2023,2190,Chennai,42.0,Q1,110022
Adani Group,23/07/2021,2381,Mumbai,85.0,Q2,244880
Reliance Industries,05/03/2021,2954,Bangalore,107.0,Q3,306838
Tata Group,11/08/2023,3472,Mumbai,92.0,Q2,264303
Adani Group,10/06/2022,1955,Delhi,61.0,Q2,175628
Tata Group,07/01/2022,2225,Bangalore,62.0,Q1,178730
Adani Group,08/09/2023,2792,Mumbai,78.0,Q1,223758
Reliance Industries,07/05/2021,1505,Delhi,81.0,Q2,232514
Adani Group,24/12/2021,4136,Chennai,90.0,Q1,238547
Adani Group,01/09/2023,4652,Bangalore,107.0,Q3,307325
Tata Group,27/01/2023,2607,Mumbai,83.0,Q2,238216
Adani Group,15/01/2021,3963,Chennai,69.0,Q1,183333
Infosys,27/05/2022,4937,Delhi,82.0,Q1,236311
Adani Group,17/02/2023,1313,Mumbai,74.0,Q1,213408
Satya Papers,06/10/2023,4331,Kolkata,62.0,Q2,163384
Reliance Industries,17/11/2023,3045,Chennai,52.0,Q1,137800
Satya Papers,11/03/2022,4804,Chennai,80.0,Q2,210894
Infosys,10/11/2023,3134,Mumbai,63.0,Q2,180106
Tata Group,01/04/2022,2946,Kolkata,52.0,Q1,137595
Reliance Industries,11/11/2022,3154,Mumbai,77.0,Q1,220429
Tata Group,20/05/2022,1655,Delhi,91.0,Q2,261861
Reliance Industries,05/08/2022,4423,Bangalore,104.0,Q3,299959
Satya Papers,10/06/2022,2874,Bangalore,72.0,Q1,205934
Satya Papers,26/02/2021,2187,Bangalore,106.0,Q3,306706
Reliance Industries,07/10/2022,2613,Delhi,70.0,Q1,200646
Infosys,07/07/2023,3272,Delhi,42.0,Q1,119539
Reliance Industries,29/07/2022,4608,Delhi,139.0,Q3,400301
Tata Group,03/11/2023,2304,Kolkata,85.0,Q2,223865
Tata Group,13/08/2021,4591,Bangalore,95.0,Q1,273149
Adani Group,05/05/2023,2740,Bangalore,81.0,Q1,232557
Satya Papers,03/06/2022,2242,Delhi,88.0,Q1,253228
Tata Group,14/01/2022,4516,Delhi,140.0,Q3,403392
Adani Group,18/03/2022,3244,Mumbai,60.0,Q1,173414
Reliance Industries,11/03/2022,1204,Mumbai,68.0,Q1,195471
Adani Group,04/03/2022,1746,Chennai,88.0,Q1,232054
Infosys,21/01/2022,3789,Chennai,81.0,Q2,214034
Reliance Industries,02/07/2021,1290,Chennai,83.0,Q2,218921
Adani Group,10/06/2022,1673,Mumbai,75.0,Q2,217330
Adani Group,17/12/2021,1972,Bangalore,72.0,Q1,206055
Tata Group,18/06/2021,1135,Delhi,84.0,Q2,241895
Satya Papers,17/12/2021,3910,Kolkata,92.0,Q1,242859
Satya Papers,07/05/2021,3385,Chennai,67.0,Q2,177822
Satya Papers,04/06/2021,2643,Kolkata,81.0,Q2,214029
Adani Group,17/06/2022,4942,Delhi,117.0,Q3,336585
Infosys,27/05/2022,2677,Delhi,80.0,Q2,231361
Infosys,09/12/2022,1755,Chennai,100.0,Q3,264725
Reliance Industries,20/10/2023,3301,Chennai,89.0,Q2,234510
Tata Group,13/01/2023,3533,Delhi,73.0,Q2,211033
Tata Group,05/03/2021,2173,Delhi,32.0,Q1,91933
Infosys,27/08/2021,4299,Chennai,90.0,Q2,237957
Satya Papers,20/08/2021,2159,Kolkata,130.0,Q3,343014
Infosys,01/12/2023,1065,Bangalore,81.0,Q2,234371
Reliance Industries,20/08/2021,4455,Mumbai,83.0,Q2,240079
Infosys,23/07/2021,4104,Mumbai,90.0,Q2,259315
Tata Group,14/10/2022,3962,Kolkata,79.0,Q2,207897
Reliance Industries,09/06/2023,1928,Bangalore,52.0,Q1,150556
Adani Group,06/08/2021,1570,Mumbai,69.0,Q1,199753
Infosys,03/09/2021,1705,Mumbai,53.0,Q1,153629
Infosys,20/10/2023,3848,Bangalore,55.0,Q1,157496
Satya Papers,28/04/2023,2276,Delhi,48.0,Q1,139653
Tata Group,15/07/2022,4125,Delhi,67.0,Q2,191646
Satya Papers,05/02/2021,3448,Delhi,46.0,Q1,132099
Reliance Industries,08/04/2022,3687,Chennai,105.0,Q3,277568
Infosys,09/12/2022,1956,Mumbai,63.0,Q2,182374
Adani Group,22/07/2022,2306,Delhi,78.0,Q2,223837
Infosys,19/08/2022,3555,Bangalore,79.0,Q1,228084
Adani Group,31/12/2021,4560,Delhi,109.0,Q3,313112
Adani Group,01/12/2023,2947,Mumbai,97.0,Q1,280158
Tata Group,08/09/2023,2737,Delhi,71.0,Q2,203249
Infosys,05/08/2022,3365,Kolkata,67.0,Q1,176152
Satya Papers,15/12/2023,2916,Kolkata,96.0,Q2,252893
Reliance Industries,28/01/2022,2259,Mumbai,127.0,Q3,366176
Reliance Industries,16/04/2021,2732,Mumbai,66.0,Q1,190325
Infosys,20/05/2022,2905,Bangalore,75.0,Q2,216931
Adani Group,08/12/2023,1987,Kolkata,89.0,Q1,233902
Tata Group,06/05/2022,1619,Mumbai,43.0,Q1,122800
Adani Group,12/08/2022,2533,Kolkata,91.0,Q2,240324
Adani Group,17/06/2022,4197,Bangalore,53.0,Q2,151266
Reliance Industries,07/01/2022,1470,Delhi,91.0,Q1,261990
Tata Group,24/09/2021,1004,Delhi,24.0,Q1,69895
Infosys,13/05/2022,2799,Kolkata,63.0,Q1,167189
Reliance Industries,16/04/2021,4231,Mumbai,98.0,Q2,281004
Infosys,30/12/2022,4794,Mumbai,125.0,Q3,360794
Satya Papers,07/04/2023,3307,Bangalore,113.0,Q3,326037
Infosys,11/11/2022,3304,Delhi,70.0,Q2,201425
Reliance Industries,07/10/2022,2980,Delhi,65.0,Q1,187498
Tata Group,24/12/2021,2577,Chennai,36.0,Q1,96230
Infosys,19/03/2021,3892,Chennai,89.0,Q1,235433
Tata Group,19/02/2021,3241,Delhi,58.0,Q1,166429
Infosys,05/11/2021,4163,Mumbai,115.0,Q3,331842
Adani Group,16/12/2022,1690,Mumbai,72.0,Q1,208146
Adani Group,25/11/2022,2568,Bangalore,61.0,Q1,174263
Satya Papers,27/05/2022,2584,Bangalore,81.0,Q2,233608
Infosys,22/07/2022,2885,Kolkata,95.0,Q1,249936
Tata Group,12/03/2021,2526,Mumbai,61.0,Q1,176006
Adani Group,29/10/2021,1074,Mumbai,81.0,Q2,232380
Tata Group,19/08/2022,1731,Chennai,57.0,Q1,150138
Infosys,04/08/2023,2761,Kolkata,99.0,Q2,262494
Satya Papers,29/09/2023,3009,Kolkata,42.0,Q1,111492
Satya Papers,24/06/2022,2608,Mumbai,76.0,Q2,219372
Satya Papers,14/10/2022,4913,Mumbai,115.0,Q3,331167
Reliance Industries,27/01/2023,3303,Mumbai,92.0,Q2,264373
Adani Group,12/08/2022,3439,Kolkata,72.0,Q1,190400
Infosys,07/01/2022,2186,Delhi,98.0,Q2,282776
Adani Group,22/09/2023,1158,Mumbai,39.0,Q1,113758
Infosys,15/01/2021,3120,Mumbai,89.0,Q1,256465
Infosys,30/07/2021,4366,Chennai,112.0,Q3,296504
Reliance Industries,04/02/2022,2726,Delhi,97.0,Q1,278827
Tata Group,04/06/2021,1216,Kolkata,64.0,Q2,170091
Satya Papers,03/06/2022,3079,Chennai,70.0,Q2,185648
Satya Papers,27/08/2021,4933,Mumbai,75.0,Q1,214579
Satya Papers,24/03/2023,2291,Mumbai,55.0,Q1,159641
Reliance Industries,31/03/2023,1973,Delhi,80.0,Q1,230239
Adani Group,31/03/2023,2897,Chennai,52.0,Q1,137588
Satya Papers,26/03/2021,3301,Mumbai,89.0,Q2,257734
Adani Group,17/06/2022,2608,Kolkata,51.0,Q1,134920
Infosys,03/06/2022,1628,Bangalore,43.0,Q1,123544
Adani Group,29/01/2021,2883,Chennai,71.0,Q2,188122
Reliance Industries,25/11/2022,4688,Kolkata,102.0,Q3,269785
Tata Group,04/08/2023,3276,Delhi,103.0,Q3,295222
Infosys,08/04/2022,1301,Kolkata,54.0,Q1,141834
Infosys,27/05/2022,2988,Kolkata,93.0,Q2,244423
Adani Group,20/08/2021,2161,Chennai,88.0,Q1,232658
Reliance Industries,22/12/2023,2514,Kolkata,49.0,Q1,129859
Reliance Industries,25/08/2023,4425,Chennai,74.0,Q2,194339
Infosys,18/11/2022,4046,Mumbai,106.0,Q3,304151
Reliance Industries,17/02/2023,2279,Kolkata,59.0,Q1,155373
Tata Group,14/01/2022,4783,Chennai,40.0,Q1,106865
Tata Group,15/09/2023,1251,Mumbai,77.0,Q2,222284
Adani Group,11/02/2022,1422,Mumbai,91.0,Q1,261556
Infosys,17/12/2021,2508,Bangalore,35.0,Q1,102061
Infosys,11/06/2021,3086,Chennai,110.0,Q3,290271
Satya Papers,18/08/2023,4351,Bangalore,77.0,Q1,221230
Reliance Industries,18/06/2021,2030,Mumbai,92.0,Q2,263972
Tata Group,10/03/2023,3460,Delhi,90.0,Q2,259656
Satya Papers,22/01/2021,2882,Mumbai,118.0,Q3,338621
Reliance Industries,08/07/2022,3075,Mumbai,73.0,Q1,209476
Adani Group,26/11/2021,2127,Delhi,51.0,Q1,147976
Reliance Industries,14/07/2023,1616,Bangalore,51.0,Q1,145603
Satya Papers,17/09/2021,2381,Mumbai,73.0,Q2,211522
Adani Group,30/07/2021,1371,Bangalore,97.0,Q1,278204
Infosys,13/05/2022,1050,Mumbai,44.0,Q1,126085
Adani Group,27/10/2023,4283,Mumbai,107.0,Q3,307346
Tata Group,30/06/2023,2615,Mumbai,78.0,Q1,224272
Reliance Industries,20/01/2023,1202,Bangalore,28.0,Q1,81380
Adani Group,03/11/2023,4884,Mumbai,101.0,Q3,291427
Satya Papers,08/09/2023,4844,Delhi,66.0,Q2,190769
Reliance Industries,27/01/2023,1965,Chennai,51.0,Q1,135545
Tata Group,24/12/2021,3991,Kolkata,74.0,Q2,196010
Adani Group,13/05/2022,1601,Delhi,104.0,Q3,300602
Tata Group,08/10/2021,1050,Mumbai,75.0,Q1,214717
Tata Group,02/07/2021,4656,Delhi,122.0,Q3,352031
Satya Papers,30/09/2022,3725,Delhi,87.0,Q1,250958
Adani Group,22/12/2023,2275,Chennai,79.0,Q2,209589
Adani Group,27/10/2023,2201,Kolkata,45.0,Q1,120049
Reliance Industries,15/10/2021,2681,Bangalore,79.0,Q1,227083
Tata Group,16/12/2022,4130,Chennai,87.0,Q1,230764
Satya Papers,30/12/2022,4515,Chennai,100.0,Q3,265241
Reliance Industries,28/05/2021,3441,Delhi,90.0,Q2,258456
Tata Group,22/10/2021,3735,Mumbai,42.0,Q1,122303
Reliance Industries,26/08/2022,3198,Bangalore,50.0,Q1,142862
Satya Papers,11/06/2021,4252,Kolkata,109.0,Q3,287671
Adani Group,17/06/2022,1851,Chennai,50.0,Q1,131632
Satya Papers,29/04/2022,3967,Delhi,95.0,Q1,272210
Satya Papers,27/01/2023,2709,Delhi,92.0,Q2,264949
Reliance Industries,05/08/2022,4956,Bangalore,92.0,Q1,265195
Reliance Industries,17/06/2022,3501,Bangalore,84.0,Q1,240856
Adani Group,18/08/2023,1374,Mumbai,35.0,Q1,101150
Reliance Industries,10/11/2023,3050,Kolkata,88.0,Q2,231232
Reliance Industries,12/05/2023,2952,Chennai,85.0,Q2,224925
Satya Papers,17/11/2023,4229,Mumbai,105.0,Q3,301372
Reliance Industries,14/05/2021,2343,Mumbai,57.0,Q2,164727
Infosys,30/04/2021,3624,Mumbai,76.0,Q1,220029
